HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spndng_Per_Dsg_Unt_2019,Avg_Spndng_Per_Clm_2019,Avg_Spndng_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spndng_Per_Dsg_Unt_2022,Avg_Spndng_Per_Clm_2022,Avg_Spndng_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spndng_Per_Dsg_Unt_2023,Avg_Spndng_Per_Clm_2023,Avg_Spndng_Per_Bene_2023,Outlier_Flag_2023,Avg_DY23_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_22_23,CAGR_Avg_Spnd_Per_Dsg_Unt_19_23
J1442,"Injection, filgrastim (g-csf), excludes biosimilars, 1 microgram",Neupogen,Filgrastim,29665415.34,33567812,66896,12112,0.8837458736,443.45574235,2449.2582018,0,21674065.33,26060493,50518,9242,0.8316828592,429.03648858,2345.1704534,0,16004307.51,18942594,37153,6630,0.8448846821,430.76756951,2413.9227014,0,14520472.74,15032112,30705,5472,0.9659635812,472.90254812,2653.5951645,0,12277217.85,12721805,26712,4835,0.9650531391,459.61432502,2539.2384385,0,0.98275,-0.000942522,0.0222472648
J1447,"Injection, tbo-filgrastim, 1 microgram",Granix,Tbo-Filgrastim,10088656.42,19427222,35152,7188,0.5193051492,287.00092228,1403.5415164,0,6486718.22,14312207,26151,5777,0.4532297653,248.04857252,1122.8523836,0,4997448.21,12098403,22082,4955,0.4130667667,226.31320578,1008.5667427,0,4369261.53,10533301,19814,4263,0.4148045831,220.51385535,1024.9264673,0,3378907.07,8428300,15882,3488,0.4009001898,212.7507285,968.72335722,0,0.40875,-0.033520346,-0.062646494
J1448,"Injection, trilaciclib, 1mg",Cosela,Trilaciclib Dihydrochloride,,,,,,,,,,,,,,,,,1710572.66,345116,522,105,4.9565150848,3276.9591188,16291.16819,0,12092253.34,2470269,3954,503,4.8951160137,3058.2330147,24040.265089,0,17240563.47,3431710,5406,641,5.0238987181,3189.1534351,26896.354867,0,5.10525,0.026308407,0.0067745338
J1449,"Injection, eflapegrastim-xnst, 0.1 mg",Rolvedon,Eflapegrastim-Xnst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52360428.2,1633180.5,12563,4246,32.060404958,4167.8284009,12331.707065,0,31.5575,,
J1450,"Injection fluconazole, 200 mg",Fluconazole In Dextrose*,"Fluconazole In Dextrose,Iso-Os*",5189.91,1039,571,103,4.9951010587,9.0891593695,50.387475728,0,5115.61,507,311,91,10.089960552,16.448906752,56.215494505,0,2866.96,623,355,69,4.6018619583,8.075943662,41.550144928,0,596.37,204,117,46,2.9233823529,5.0971794872,12.964565217,0,1275.52,533,224,67,2.3930956848,5.6942857143,19.03761194,0,2.44075,-0.181394906,-0.168037127
J1453,"Injection, fosaprepitant, 1 mg",Emend*,Fosaprepitant Dimeglumine*,66571253.82,36959436,226942,60103,1.8011977731,293.34038574,1107.6194836,0,51275458.1,44103957,274818,67033,1.1626044824,186.57969311,764.9285889,0,13921517.57,45947612,286935,69586,0.3029867487,48.518018262,200.06204653,0,2823784.55,16450887,109983,23873,0.1716493798,25.67473655,118.283607,0,2419135.95,15650154,104663,22161,0.1545758559,23.113573565,109.16185867,0,0.1565680984,-0.099467437,-0.458753545
J1454,"Injection, fosnetupitant 235 mg and palonosetron 0.25 mg",Akynzeo (J1454),Fosnetupitant/Palonosetron,8959690.26,19836,19419,4723,451.68835753,461.38782945,1897.0337201,0,12816690.77,32406,32220,7392,395.5036342,397.7868023,1733.8596821,0,22765670.93,36715,36655,7823,620.0645766,621.07955067,2910.0947117,0,17422484.92,37832,37728,7841,460.5224392,461.7919031,2221.9723148,0,15874001.96,36792,36581,7595,431.45254294,433.94117055,2090.0595076,0,440.025,-0.063123735,-0.011393335
J1456,"Injection, fosaprepitant (teva), not therapeutically equivalent to j1453, 1 mg",Fosaprepitant Dimeglumine,Fosaprepitant Dimeglumine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97295.11,171466,1158,557,0.5674309192,84.019956822,174.6770377,0,0.2313333333,,
J1459,"Injection, immune globulin (privigen), intravenous, non-lyophilized (e.g., liquid), 500 mg",Privigen,Immun Glob G(Igg)/Pro/Iga 0-50,330076570.97,9476077,107043,16419,34.832618073,3083.5885669,20103.329738,0,334426940.13,9358580,106503,13707,35.73479525,3140.0706096,24398.259293,0,311732182.49,8323213,94781,12064,37.453346741,3288.9733437,25839.869238,0,339372820.27,7604636,86591,10844,44.627095928,3919.2620511,31295.907439,0,377084755.13,8108182,93420,11655,46.506695968,4036.4456768,32353.904344,0,47.58525,0.0421179107,0.0749353424
J1460,"Injection, gamma globulin, intramuscular, 1 cc",Gamastan*,Immune Globul G (Igg)/Glycine*,154385.36,4124,1227,189,37.435829292,125.82343928,816.85375661,0,153766.52,3953.5,1334,170,38.893770077,115.26725637,904.50894118,0,127946.35,3201.5,1062,117,39.964501015,120.47678908,1093.558547,0,108473.25,2484.3,774,88,43.663506823,140.14631783,1232.6505682,0,108734.67,2417,730,114,44.987451386,148.95160274,953.81289474,0,48.355,0.0303215353,0.0470103698
J1551,"Injection, immune globulin (cutaquig), 100 mg",Cutaquig,Immun Glob G(Igg)-Hipp/Maltose,,,,,,,,,,,,,,,,,,,,,,,,,3184641.96,262245,644,121,12.143766173,4945.0962112,26319.355041,0,9207274.36,677179,1743,201,13.596514895,5282.4293517,45807.335124,0,13.80025,0.1196291745,0.1196291745
J1554,"Injection, immune globulin (asceniv), 500 mg",Asceniv,"Immune Globulin,gamma(Igg)slra",,,,,,,,,,,,,,,,,4937131.55,12515,110,19,394.49712745,44883.014091,259849.02895,1,16956466.29,37879,483,56,447.64820323,35106.555466,302794.04089,0,42966405.86,89527,1472,166,479.92679147,29189.134416,258833.77024,0,486.713,0.072107043,0.102974761
J1555,"Injection, immune globulin (cuvitru), 100 mg",Cuvitru,Immun Glob G(Igg)/Gly/Iga Ov50,54379788.87,4065533,11630,1074,13.375808011,4675.8201952,50632.950531,0,73911993.41,5330907,13018,1231,13.864806385,5677.6765563,60042.236726,0,81924221.42,5791029,14132,1359,14.146746877,5797.0719941,60282.723635,0,91572235.31,6237483,15615,1484,14.680959501,5864.3762606,61706.358026,0,104503394.66,6869537,17338,1654,15.212581963,6027.4192329,63182.221681,0,15.492,0.0362116973,0.0326917943
J1556,"Injection, immune globulin (bivigam), 500 mg",Bivigam,Immun Glob G(Igg)/Gly/Iga Ov50,1089372.46,16784,256,94,64.905413489,4255.3611719,11589.068723,0,6146124.9,88228,1428,228,69.661840912,4304.0090336,26956.688158,0,14563312.2,206823,2696,412,70.41437461,5401.8220326,35347.845146,0,55454495.55,797154,9757,1391,69.565599056,5683.5600646,39866.639504,0,80734620.9,1142577,13841,1696,70.660113848,5833.0049057,47602.960436,0,71.8405,0.0157335638,0.0214646769
J1557,"Injection, immune globulin, (gammaplex), intravenous, non-lyophilized (e.g., liquid), 500 mg",Gammaplex*,Immun Glob G(Igg)/Gly/Iga 0-50*,8769113.55,196434,2639,457,44.641526161,3322.8925919,19188.432276,0,11934877.25,232500,2962,336,51.332805376,4029.3306043,35520.468006,0,13358292.04,268827,3379,363,49.691035647,3953.3270317,36799.70259,0,10223210.46,205394,2516,276,49.773656777,4063.2791971,37040.617609,0,12091947.62,220259,2757,332,54.898767451,4385.907733,36421.528976,0,55.71925,0.1029683372,0.0530667252
J1558,"Injection, immune globulin (xembify), 100 mg",Xembify,"Immune Globulin,gamma(Igg)klhw",,,,,,,,,7893588.45,505180,1201,284,15.625298804,6572.5132806,27794.325528,0,24116608.75,1706474,4067,478,14.132420857,5929.8275756,50453.156381,0,26528376.63,1973716,4707,498,13.440827672,5635.9414978,53269.83259,0,31475441.22,2342296,5677,602,13.437858076,5544.3792884,52284.78608,0,13.642,-0.000220938,-0.049029074
J1559,"Injection, immune globulin (hizentra), 100 mg",Hizentra,Immun Glob G(Igg)/Pro/Iga 0-50,166624866.73,16578255,43427,4131,10.050808528,3836.8956347,40335.237649,0,201614093.17,19061879,48836,4389,10.57682158,4128.3908013,45936.225375,0,222552652.67,19776942,49523,4551,11.253137754,4493.9250988,48901.923241,0,270102517.68,22651517,54350,4823,11.924257333,4969.6875378,56003.010093,0,294399331.17,23602224,54772,4993,12.473372474,5374.9969176,58962.413613,0,12.69325,0.0460502593,0.0554695849
J1561,"Injection, immune globulin, (gamunex-c/gammaked), non-lyophilized (e.g., liquid), 500 mg",Gammaked*,Immune Globul G/Gly/Iga Avg 46*,385605110.03,11019449,123287,18161,34.993138952,3127.7029211,21232.59237,0,385887728.83,10442170,116998,14286,36.954744927,3298.2420967,27011.600786,0,423591151.08,10102240,113006,13442,41.930418509,3748.3952275,31512.50938,0,426696863.04,9778318.9,110131,13099,43.637036939,3874.4482756,32574.766245,0,463001994.63,9660777,109672,13164,47.925958195,4221.6973761,35171.831862,0,48.85025,0.0982862622,0.0817999968
J1566,"Injection, immune globulin, intravenous, lyophilized (e.g., powder), not otherwise specified, 500 mg",Carimune NF Nanofiltered*,Immun Globg(Igg)/Sucr/Iga Ov50*,34322234.92,706763,8816,1566,48.562580271,3893.1754673,21917.135964,0,30458987.96,534807,6817,865,56.953233522,4468.0927035,35212.702844,0,31007893.03,542088,6788,797,57.200847519,4568.0455259,38905.762898,0,36200928.01,515240,6651,800,70.260321423,5442.9300872,45251.160013,0,39784503.68,538368,7117,861,73.898344032,5590.0665561,46207.321347,0,75.27325,0.0517791911,0.1106653883
J1568,"Injection, immune globulin, (octagam), intravenous, non-lyophilized (e.g., liquid), 500 mg",Octagam,Immun Globg(Igg)/Malt/Iga Ov50,137823937.87,4059367,52971,9516,33.95207624,2601.8753256,14483.389856,0,200409972.18,5175555,68245,9371,38.722411834,2936.6249862,21386.188473,0,243387335.48,5966475.1,77461,9609,40.792483234,3142.0629153,25329.101413,0,248087938.46,6046304,78555,9887,41.031337237,3158.1431922,25092.337257,0,199396662.57,4770021,63807,8517,41.802051305,3124.9966707,23411.607675,0,42.9475,0.0187835474,0.0533745324
J1569,"Injection, immune globulin, (gammagard liquid), non-lyophilized, (e.g., liquid), 500 mg",Gammagard Liquid,Immun Glob G(Igg)/Gly/Iga Ov50,359234157.54,9775563,123267,19400,36.748180902,2914.2767938,18517.224615,0,389406039.09,10444674,130725,16685,37.282737507,2978.8184287,23338.689787,0,504586233.4,12283366,148968,18538,41.078824273,3387.2122429,27219.022192,0,631535232.5,14307736,170023,21652,44.139424469,3714.4105944,29167.524132,0,740159848,16547904.3,197858,24856,44.728313301,3740.8638923,29777.914709,0,45.636,0.0133415612,0.0503563586
J1570,"Injection, ganciclovir sodium, 500 mg",Cytovene*,Ganciclovir Sodium*,536125.65,10837,1866,365,49.471777245,287.31278135,1468.8373973,0,199278.16,10547,1609,315,18.894297905,123.85218148,632.62907937,0,571773.8,12117,1900,342,47.187736238,300.93357895,1671.8532164,0,388116.41,8557,1303,263,45.356598107,297.86370683,1475.7277947,0,282950.75,7197,1194,245,39.315096568,236.97717755,1154.9010204,0,39.5545,-0.133200059,-0.055829431
J1571,"Injection, hepatitis b immune globulin (hepagam b), intramuscular, 0.5 ml",Hepagam B,Hepatitis B Immun Glob/Maltose,30839.56,623,60,22,49.501701445,513.99266667,1401.7981818,0,51127.77,1034,81,28,49.446586074,631.20703704,1825.9917857,0,72750.38,1290,86,22,56.395643411,845.93465116,3306.8354545,0,114392.54,1599,106,21,71.540050031,1079.1749057,5447.2638095,0,83430.83,1259,78,16,66.267537728,1069.6260256,5214.426875,0,66.297,-0.073700148,0.075648007
J1575,"Injection, immune globulin/hyaluronidase, (hyqvia), 100 mg immuneglobulin",Hyqvia,"Igg/Hyaluronidase,recombinant",54359445.72,3903000,10807,1144,13.927605872,5030.0218118,47516.998007,0,63606169.58,4487354,12113,1146,14.174537953,5251.066588,55502.765777,0,63952848.89,4357219,11645,1102,14.67744653,5491.8719528,58033.438194,0,66015696.14,4276895,11668,1081,15.435425967,5657.8416301,61069.099112,0,69855872.38,4347226,11769,1110,16.0690685,5935.5826646,62933.21836,0,16.364,0.0410511854,0.0364027541
J1576,"Injection, immune globulin (panzyga), intravenous, non-lyophilized (e.g., liquid), 500 mg",Panzyga,Immun Glob G(Igg)-Ifas/Glycine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28038620.68,434522,5202,856,64.527505351,5389.9693733,32755.397991,0,65.7225,,
J1580,"Injection, garamycin, gentamicin, up to 80 mg",Gentamicin Sulfate*,Gentamicin Sulfate*,272440.86,154917.7,110622,73344,1.7586167365,2.4628090253,3.7145623364,0,242329.58,126267.2,88176,58169,1.9191807532,2.7482487298,4.1659574688,0,225467.16,123752,86174,57031,1.8219274032,2.6164174809,3.9534141081,0,161820.6,84563,58814,39927,1.9136099713,2.7513959261,4.0529115636,0,227543.88,82822.5,57753,38196,2.7473679254,3.9399490936,5.9572698712,0,2.81125,0.4356990017,0.1179861038
J1602,"Injection, golimumab, 1 mg, for intravenous use",Simponi Aria,Golimumab,347293424.43,16371686.8,91632,20601,21.21305084,3790.0888819,16858.085745,0,359695134.41,18738441.6,104317,22918,19.195573575,3448.0969968,15694.874527,0,370063974.76,22187740.8,122918,26875,16.678758694,3010.6573062,13769.822317,0,374047498.47,25401797.4,141220,30110,14.725237454,2648.6864358,12422.700049,0,364677329.01,27568776.8,153644,32460,13.227911113,2373.5214457,11234.668177,0,13.4785,-0.10168436,-0.111367825
J1610,"Injection, glucagon hydrochloride, per 1 mg",Glucagen*,Glucagon*,10737986.49,57716,51183,48274,186.04869516,209.79595745,222.43829991,0,8481070.92,44708,40016,37523,189.69917957,211.9419962,226.0232636,0,8005094.84,46791,42045,39386,171.08193541,190.39350315,203.24721576,0,7391309.04,44643,40293,37602,165.56479269,183.43903507,196.5669124,0,5792254.62,31597,28595,26881,183.31660031,202.56179822,215.47764666,0,186.678,0.1072197013,-0.003691601
J1611,"Injection, glucagon hydrochloride (fresenius kabi), not therapeutically equivalent to j1610, per 1 mg",Glucagon Emergency Kit*,Glucagon HCL*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308309.4,10602,9622,9222,123.40213167,135.97062981,141.86829321,0,130.80663707,,
J1626,"Injection, granisetron hydrochloride, 100 mcg",Granisetron HCL*,Granisetron HCL*,527522.63,1445832,144111,20736,0.3648574869,3.6605299387,25.439941647,0,351969.73,1286746,127901,18163,0.273534738,2.751891932,19.378391786,0,342344.1,1199386,119608,17591,0.2854327964,2.8622174102,19.46132113,0,416782.51,1222419,121767,17650,0.340948979,3.4227870441,23.613739943,0,447895.32,1188324.5,118415,17248,0.3769133095,3.7824204704,25.967956865,0,0.38275,0.1054830272,0.00816021
J1627,"Injection, granisetron, extended-release, 0.1 mg",Sustol,Granisetron,11342648.91,3896347,39058,9110,2.9110982441,290.40526678,1245.076719,0,1243200.8,778776,7798,2749,1.5963522245,159.42559631,452.23746817,0,3490059.54,493405,5911,1367,7.0734174562,590.43470479,2553.0794001,0,4424281.06,705168,8422,1853,6.2740808715,525.32427689,2387.6314409,0,6552161.74,1109231,11225,2551,5.9069407004,583.71151359,2568.4679498,0,5.89625,-0.058516965,0.1935110306
J1630,"Injection, haloperidol, up to 5 mg",Haldol*,Haloperidol Lactate*,811.32,363,313,190,2.2350413223,2.5920766773,4.2701052632,1,497.54,268,210,132,1.8564925373,2.3692380952,3.7692424242,0,535.59,256,202,104,2.0921484375,2.6514356436,5.1499038462,1,547.82,233,193,98,2.3511587983,2.8384455959,5.59,1,624.75,237,212,112,2.6360759494,2.9469339623,5.578125,1,1.159,0.1211815856,0.042120863
J1631,"Injection, haloperidol decanoate, per 50 mg",Haldol Decanoate 100*,Haloperidol Decanoate*,270245.48,17546,7275,1338,15.402113302,37.147145017,201.97718984,0,221678.97,15189.5,6548,1148,14.5942243,33.854454795,193.10014808,0,141305.67,12649,5630,1000,11.171291802,25.098698046,141.30567,1,76231.91,10745,4801,820,7.0946402978,15.878339929,92.965743902,0,53564.09,8084,3755,704,6.6259388916,14.264737683,76.085355114,1,7.91625,-0.066064154,-0.190127265
J1640,"Injection, hemin, 1 mg",Panhematin,Hemin,9936723.65,499205,1144,100,19.905096403,8685.9472465,99367.2365,0,6538328.31,318776,659,64,20.510729509,9921.5907587,102161.37984,0,7638373.18,344201,670,58,22.19160659,11400.556985,131696.08931,0,9107188.93,336299,669,59,27.080630421,13613.137414,154359.13441,0,9124313.05,308891,752,62,29.538941083,12133.395013,147166.33952,0,30.1345,0.0907774532,0.1037168158
J1642,"Injection, heparin sodium, (heparin lock flush), per 10 units",Heparin Flush*,"Heparin Sod,porcine/0.9 % NaCl*",246345.53,1294505,29511,5423,0.190300949,8.347583274,45.426061221,0,108414.85,1094848,23905,4330,0.0990227411,4.535237398,25.038071594,0,22788.03,901793,21308,3948,0.0252696905,1.0694588887,5.7720440729,0,17827.2,692540,16904,3113,0.0257417622,1.0546142925,5.7266945069,0,26918.29,613704,15131,2593,0.0438620084,1.7790159276,10.381137678,0,0.02925,0.7039240763,-0.307113835
J1643,"Injection, heparin sodium (pfizer), not therapeutically equivalent to j1644, per 1000 units",Heparin Sodium (J1643)*,"Heparin Sodium,porcine*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055.9,768,46,26,2.676953125,44.693478261,79.073076923,0,5.6385,,
J1644,"Injection, heparin sodium, per 1000 units",Heparin Sodium (J1644)*,"Heparin Sodium,porcine*",197287.83,628012.5,43736,10997,0.3141463426,4.5108795958,17.940150041,0,195443.04,540522.4,37161,9134,0.3615817587,5.2593590054,21.397311145,0,231726.9,572766.6,36528,8905,0.404574743,6.343815703,26.022111173,0,182122.54,525348.7,30990,7229,0.3466698214,5.8768163924,25.193324111,0,174012.6,534023.5,30205,6916,0.3258519522,5.7610528058,25.160873337,0,0.232,-0.060050999,0.0091880047
J1645,"Injection, dalteparin sodium, per 2500 iu",Fragmin,"Dalteparin Sodium,porcine",79947.99,6150,1190,122,12.999673171,67.183184874,655.31139344,0,66328.22,7642,1079,102,8.6794320858,61.471936979,650.27666667,1,25495.94,2793,542,69,9.1285141425,47.040479705,369.50637681,0,18279.66,1590,290,44,11.496641509,63.033310345,415.44681818,0,17248.4,1180,248,28,14.617288136,69.55,616.01428571,0,14.77325,0.2714398482,0.0297542512
J1650,"Injection, enoxaparin sodium, 10 mg",Enoxaparin Sodium*,Enoxaparin Sodium*,139337.07,67849.5,5913,1982,2.0536197024,23.564530695,70.301246216,1,90758.9,44503.6,3742,1419,2.0393608607,24.254115446,63.959760395,1,67562.94,43742,3657,1316,1.5445782086,18.474963084,51.339620061,0,80041.04,34518.9,2649,1103,2.3187598678,30.215568139,72.566672711,1,89598.13,26803,2009,936,3.3428396075,44.598372325,95.724497863,1,0.72725,0.4416497603,0.1295328846
J1652,"Injection, fondaparinux sodium, 0.5 mg",Arixtra*,Fondaparinux Sodium*,30327.48,16046.5,1093,156,1.8899747609,27.747008234,194.40692308,0,10984.85,7362,477,96,1.4921013312,23.029035639,114.42552083,0,7530.66,4124,262,64,1.826057226,28.742977099,117.6665625,0,4918.29,4025,260,57,1.2219354037,18.9165,86.285789474,0,2092.4,2052,140,29,1.0196881092,14.945714286,72.151724138,0,1.04025,-0.1655139,-0.142956555
J1670,"Injection, tetanus immune globulin, human, up to 250 units",Hypertet*,Tetanus Immune Globulin/PF*,286039.98,1578,1570,1560,181.26741445,182.19107006,183.35896154,1,193560.78,911,904,902,212.47066959,214.11590708,214.59066519,1,151364.03,708,703,698,213.79100282,215.31156472,216.85391117,1,194244.11,697,690,689,278.68595409,281.5132029,281.9217852,1,154778.71,539,532,532,287.1590167,290.93742481,290.93742481,1,548.85175,0.0304036227,0.1218910395
J1720,"Injection, hydrocortisone sodium succinate, up to 100 mg",Solu-Cortef*,HydrocortIsone Sod Succinate*,597287.82,48404,43691,12134,12.339637633,13.670728983,49.224313499,0,590909.18,45086,40851,10623,13.106267578,14.464986904,55.62545232,0,642328.11,45377.5,41505,10837,14.155211503,15.475921214,59.271764326,0,680268.42,43568,40136,10380,15.613946474,16.949083616,65.536456647,0,441126.91,26194,24445,8291,16.840761625,18.045690734,53.205513207,0,17.7445,0.0785717533,0.0808485159
J1740,"Injection, ibandronate sodium, 1 mg",Boniva*,Ibandronate Sodium*,1033093.29,23174.4,7814,3067,44.579073892,132.21055669,336.84163352,0,629906.22,14557,4944,2039,43.271705709,127.40821602,308.92899461,0,452921.63,12544,4272,1665,36.106635045,106.02098081,272.025003,0,228827.13,6897,2381,921,33.177777294,96.105472491,248.45508143,0,267901.6,9194,3129,1162,29.138742658,85.618919783,230.55215146,0,29.77375,-0.121739157,-0.100844218
J1743,"Injection, idursulfase, 1 mg",Elaprase,Idursulfase,961620.92,1800,50,,534.23384444,19232.4184,,0,952367.11,1764,49,,539.89065193,19436.063469,,0,1680890.67,3097,87,,542.74803681,19320.582414,,0,1800137,3349,94,,537.51478053,19150.393617,,0,3580993.09,6714,176,,533.36209264,20346.551648,,0,542.91475,-0.007725719,-0.000408195
J1745,"Injection, infliximab, excludes biosimilar, 10 mg",Infliximab*,Infliximab*,908399397.06,14235908.7,278192,48144,63.810425889,3265.3685119,18868.382292,0,663503635.08,13433751.5,257344,44298,49.390792667,2578.2751301,14978.184909,0,512621924.3,13002343.6,246483,41903,39.425348235,2079.7455577,12233.537558,0,439364164.66,12335096.2,232563,39798,35.619030248,1889.2264232,11039.855386,0,389681976.65,11831066.8,221413,38091,32.937179989,1759.9778543,10230.290007,0,33.61225,-0.075292624,-0.152384885
J1746,"Injection, ibalizumab-uiyk, 10 mg",Trogarzo,Ibalizumab-Uiyk,888148.49,14514,183,21,61.19253755,4853.2704372,42292.785238,1,1608886.52,29840,346,31,53.917108579,4649.9610405,51899.565161,1,1556156.43,26593,316,23,58.517520776,4924.5456646,67658.975217,1,1681553.44,25622,281,18,65.629281087,5984.1759431,93419.635556,0,1631357.92,23366,269,27,69.817594796,6064.5275836,60420.663704,0,71.993,0.06381776,0.0335145738
J1747,"Injection, spesolimab-sbzo, 1 mg",Spevigo,Spesolimab-Sbzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732342.98,29252,38,22,59.221351702,45587.973158,78742.862727,0,60.223,,
J1750,"Injection, iron dextran, 50 mg",Infed,Iron Dextran Complex,4307272.9,332234.5,33861,13003,12.96455636,127.20453915,331.25224179,0,5014208.09,369206.5,32789,13771,13.581039581,152.92348318,364.11357853,0,7317113.76,515415.5,40992,19261,14.196534175,178.50101874,379.89272416,0,7509332.39,477701,35966,18593,15.719733453,208.78975671,403.87954553,0,5195403.71,310972,22011,12764,16.706982333,236.03669574,407.03570276,0,16.93375,0.0628031565,0.0654549424
J1756,"Injection, iron sucrose, 1 mg",Venofer,Iron Sucrose Complex,3567564.67,15525290,83373,16798,0.2297905334,42.790407806,212.38032325,0,2411573.35,11365530,61170,12630,0.2121830966,39.424118849,190.94009105,0,2713531.69,12039090,63104,12960,0.2253934218,43.000945899,209.37744522,0,3100942.78,14693084,73561,15763,0.2110477814,42.154712144,196.72288143,0,3631027.77,17551729,84509,19076,0.2068757881,42.966166562,190.34534336,0,0.2098717354,-0.019768003,-0.025920546
J1786,"Injection, imiglucerase, 10 units",Cerezyme,Imiglucerase,37504734.57,1014214,2442,300,36.979113451,15358.204165,125015.7819,0,35829480.43,940776,2144,174,38.085028136,16711.511395,205916.5542,0,39031430.1,992785,2183,135,39.315088463,17879.720614,289121.70444,0,43717470.51,1012266,2321,144,43.187729816,18835.618488,303593.54521,0,45952004.44,1055142,2331,140,43.550540534,19713.429618,328228.60314,0,44.2785,0.0084007823,0.0417398164
J1805,"Injection, esmolol hydrochloride, 10 mg",Brevibloc*,Esmolol HCL*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37,53,21,21,0.7050943396,1.7795238095,1.7795238095,1,0.2475,,
J1811,"Insulin (fiasp) for administration through dme (i.e., insulin pump) per 50 units",Fiasp,Insulin Aspart (Niacinamide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711364.56,104860,1116,480,6.7839458325,637.42344086,1482.0095,0,6.837,,
J1813,"Insulin (lyumjev) for administration through dme (i.e., insulin pump) per 50 units",Lyumjev,Insulin Lispro-Aabc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650021.5,42220,475,206,15.396056371,1368.4663158,3155.4441748,0,15.7025,,
J1817,"Insulin for administration through dme (i.e., insulin pump) per 50 units",Fiasp Penfill*,Insulin Aspart (Niacinamide)*,150901471.24,14295676,133450,30849,10.555742257,1130.7716091,4891.6163,0,161240120.92,15998944,145683,33313,10.078172717,1106.7874832,4840.1561228,0,156744155.68,15353851,137486,32751,10.208784472,1140.0735761,4785.934954,0,127065578.08,14820202,128903,31835,8.5738087834,985.74570088,3991.3798674,0,106195555.08,13854504,143883,32705,7.665056438,738.06881341,3247.0739972,0,8.48025,-0.105991674,-0.076883221
J1823,"Injection, inebilizumab-cdon, 1 mg",Uplizna,Inebilizumab-Cdon,,,,,,,,,,,,,,,,,13521358.23,31800,164,52,425.19994434,82447.30628,260026.11981,0,27573166.54,61411,339,106,448.99393496,81336.774454,260124.21264,0,38276759.6,87287,475,158,438.51615475,80582.651789,242257.97215,0,467.8875,-0.023336129,0.0155380477
J1836,"Injection, metronidazole, 10 mg",Metro IV*,Metronidazole/Sodium Chloride*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.01,5143,106,77,0.0674722924,3.2736792453,4.5066233766,0,0.024,,
J1885,"Injection, ketorolac tromethamine, per 15 mg",Ketorolac Tromethamine,Ketorolac Tromethamine,1252409.65,2378931.7,840899,510172,0.5264588513,1.4893698887,2.4548772767,0,1020856.81,1773380.1,630459,392854,0.5756559522,1.6192279117,2.5985653958,0,842942.35,1742403.6,624795,392893,0.4837813409,1.3491502813,2.145475613,0,961583.33,1688461.8,612350,387561,0.5695025674,1.5703165347,2.4811147923,0,896555.73,1629458.9,597618,380298,0.5502168419,1.5002154052,2.3575084013,0,0.5580877884,-0.033864159,0.0110959295
J1920,"Injection, labetalol hydrochloride, 5 mg",Labetalol HCL,Labetalol HCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,486,86,72,0.2695473251,1.523255814,1.8194444444,0,0.213597495,,
J1930,"Injection, lanreotide, 1 mg",Somatuline Depot,Lanreotide Acetate,263154565.74,4740234,39739,4884,55.515100255,6622.0731709,53880.951216,0,340276002.16,5512272,46094,5478,61.730626166,7382.2189908,62116.831355,0,398958476.14,6407420,53477,6260,62.265073327,7460.3750424,63731.385965,0,450101469.17,7022323,58665,6785,64.095808349,7672.4020996,66337.725744,0,368405923.16,6683559,56081,6804,55.121219572,6569.1753564,54145.491352,0,56.079,-0.140018341,-0.001778494
